qid,context,question,answer,tag
foody_618,"Quán hơi khuất vào trong nhưng vừa gắn thêm bảng hiệu nho nhỏ nên dễ tìm ra hơn .
Hôm nay ghé quán thử bánh mới , bánh tiên tri vui vui . Lớp bánh phía trên giòn ngon ngon , bên trong dẻo dẻo béo béo . Nói chung quán ổn .
Nhân viên thân thiện , không gian decor đẹp , ấm áp theo phong cách giáng xinh truyền thông . Hay Hay .
Ổn /
",Khách hàng đánh giá món bánh tiên tri như thế nào?,"Lớp bánh phía trên giòn ngon ngon , bên trong dẻo dẻo béo béo ",foody
foody_2645,"Cút chiên giòn ăn rất ngon , lại rất vừa miệng . Giá cả cũng rất là ok . Mỗi 1 nhược điểm là với các anh nhậu là chủ quán tính tiền hay nhầm . 2 lần mình đi với anh và bạn lại ăn và uống bia đều tính lộn hết . Người ta có 3trăm mấy mà tính 5 trăm mấy . Tới chừng kiểm lại nói với chủ quán thì chủ quán tỏ thái độ bực dọc và kiểm tra lại còn 4 trăm mấy . Ra gd mình kiểm tra lại vẫn sai . Chủ quán tính lần t 2 mới đúng 3 trăm mấy . Nhung lần sau m va ban vẫn ghe quán ăn rồi khi tinh tiền lại nhầm kiểu đó nữa . Nên thực sự m hoi tức giận . Dù rất thích thưởng thức món cút nướng ngpn tuyệt của quán nhưng cũng hoi ngần ngại với cách tính hoá đơn như thế .
",Thực khách cảm nhận như thế nào về món cút chiên giòn?,"ăn rất ngon , lại rất vừa miệng",foody
foody_2179,"Đến quán lần là lần thứ 2 zoài ... nhưng zẫn ko khỏi ngạc nhiên ... Quán trang trí thay đổi liên tục đẹp mê hồn ... Thấy ai cũng thích chụp view nhà gỗ nên cũng tiện thể mần một tấm chia sẻ cho mọi người nè ! ! !
 
Nước uống thì ok lắm ... nhưng rất tiếc là mình uống dừa trái , còn bạn mình thì uống cafe Ý , ngon lắm ... Phục vụ rất dễ thương ... Lần sau ghé chắc chắn sẽ uống món khác ng On hơn mới được ...
",Café Ý và dừa trái cái nào ngon hơn?,cafe Ý,foody
foody_3015,"King bbq có 2 cửa hàng trong royal ( 1 là chọn món , 2 là buffe ) hôm qua có đi ăn buffe thì k thích thái độ nhân viên . Đồ tẩm ướp thì ngon rồi . Đồng ý là thông cảm lúc đông khách nhưng kiểu mình đi ăn 2 ng k buồn tiếp thì phải . Lúc bù tiền thiếu 4-5 nghìn tiền lẻ cũng k buồn mở mồm ra nói với khách hàng 1 câu .
",Đồ ăn của nhà hàng được khách hàng đánh giá ra sao?,tẩm ướp thì ngon rồi,foody
foody_1826,"Mình vào đây vào ngày Tết nên có vẻ phục vụ hơi chậm . Không gian thì nhìn bên ngoài có vẻ rộng mà vào trong cảm giác cứ bí bí làm sao ý = . =
Trà sữa matcha thì phải nói là dở tệ , nhạt như nước lã luôn -   -
Mình có gọi cả bánh bao xá xíu và món gì đó k nhớ tên : ) ) ăn thì khá ổn nhưng có vẻ giá hơi cao : - ? 39k 3 chiếc bánh bao bé xíu : ) ) xong có 6 ng thì đưa ra 5 chiếc bát và 5 đôi đũa : ) )
",Khách nhận xét gì về trà sữa matcha?,"dở tệ , nhạt như nước lã",foody
foody_2941,"Mình gọi phần 269k + + , theo menu thì được sử dụng quầy Buffet Line khoảng 10 món khai vị và các món nhúng Lẩu . Điểm cộng là nhà hàng có khá nhiều loại Lẩu để lựa chọn , nhưng vị Lẩu ko khác nhau lắm ( mình đi nhóm đông , nên gọi đc hầu hết các loại Lẩu ) . Có nước Lẩu Tom Yum không cay là khá lạ , các bạn có thể thử . Riêng các món nhúng Lẩu còn lại thì thật ko đáng tiền lắm . Thịt bò chỉ bao gồm Ba Chỉ bò Mỹ và cổ bò Mỹ . Mà cắt quá mỏng so với độ dày thường thấy khi ăn các quán Lẩu khác . Hải sản cg quá ít . Nói chung là ăn được , nhưng ko đáng tiền
",Menu của phần 269k + + được sử dụng những gì?,quầy Buffet Line khoảng 10 món khai vị và các món nhúng Lẩu,foody
foody_2742,"Thực đơn đa dạng nhiều món , nhiều sốt khác nhau .
Món tôm rang tôm muối HK - 120k là tôm rang với tôm khô và muối tôm , tính ra 3 loại tôm trong 1 món mà bỏ quang gánh nhìn thích ghê
Món rau muống mặc áo - 60k là rau muống tẩm bột và trứng chiên giòn trộn gỏi xoài , ăn lạ lạ mà ngon .
Món sườn bò Kochuchang - 140k nghe nói có 7up nước lê coca gì đó ăn ngon nà
Món bò nướng phô mai - 125k , bạch tuột muối ớt - 90k , xiên nướng - 95k , lẩu cua đồng - 220k , ốc bươu nướng tiêu xanh - 80k khá phổ biến mà đây làm vị ăn thích ghê
Ở đây được cái nướng ngói , nướng vỉ gì có hết mà lò có gắn mô tơ muốn nhanh chậm tùy thích nên khônh phải đợi lâu
Thêm vào list quán thân thiết được rồi
",Số lượng món ăn mà quán bán ra sao?,"Thực đơn đa dạng nhiều món , nhiều sốt khác nhau",foody
foody_91,"Theo review foody , mình đã nghĩ là pizza ở đây ngon lắm . Ấn tượng đầu tiên đúng là miếng pizza rất bự . Mình đi buổi tối nên chỉ còn vị bò xào , pepperoni và hawaii . Nếu order những cái khác thì phải đợi 20p . Do cũng đói đói rồi nên mình order 1 peppe và 1 bò xào . Không biết do vị của "" authentic pizza "" nó thế hay sao mà pizza rất chua , ăn xong mà vẫn còn cảm giác cồn ruột . Chắc đây là lần đầu tiên và cũng là lần cuối cùng mình ghé đây .
",Nhận xét về hương vị của món pizza là gì?,rất chua,foody
foody_286,"Mình gọi 1 chảo pate trứng , 1 bát sốt vang , 2 cái bánh mì và 1 chai lavie , chi phí tổng cộng 57k .
mình thấy pate trứng bình thường , ăn khá ngấy vì chẳng có nước gì cả khô , nên phải gọi thêm bát sốt vang . không hiểu sao quán lại đông thế dù rất xô bồ và chẳng có gì đặc biết , chắc chắn không quay lại lần 2
",Đánh giá về món pate trứng của khách hàng là gì?,"bình thường , ăn khá ngấy",foody
foody_35,"Quán nằm trên con đường nhiều quán ăn san sát nhau nên cũng hơi khó tìm một xíu .
Món ăn của quán của nhiều món quen thuộc nhưng ăn lạ và ngon . Lúc đầu chỉ tính ăn bánh tráng nướng trứng và nem chua nướng thôi , nhưng thấy mấy bàn bên cạnh gọi mấy món khác trong cũng ngon ngon nên gọi thêm . Mà công nhận ngon thiệt . Bánh tráng nướng trứng có mùi mắm ruốc , thích ăn kiểu này . Nem chua nướng thì ăn lạ . Thích món trứng cút chén , nước chấm ăn kèm ngon . Bánh tráng mỡ hành nhìn đơn giản nhưng ăn rất thích , nêm nếm vừa miệng . Giá lại rẻ nữa . Chắc lần sau sẽ ghé lại để thử thêm các món khác .
Chỗ ngồi thoải mái , phục vụ nhanh và vui vẻ .
",Địa điểm của quán được khách hàng đánh giá như thế nào?,nằm trên con đường nhiều quán ăn san sát nhau ,foody
foody_1715,"Lang thang trên thuỵ khuê k có gì làm rẽ vào ăn thử .
Ấn tượng đầu tiên là hơi ... bình dân , chỗ ngồi k đc sạch sẽ lắm . a phục vụ k thân thiện = =
đồ ăn thì hơi đắt so với chất lượng . 50k / suất chảo đầy đủ , hơi nhiều mỡ và chất lượng giữa các món k đồng đều .
Đọc cmt thấy có ng nói pate ngon thì cũng k đồng ý lắm , ướt mỡ và hơi mặn . bánh mì là điểm cộng duy nhất .
",Quán nằm ở khu vực nào?,thuỵ khuê,foody
foody_1254,"Quán trà sữa nằm kế bên ốc 10k nên từ chiều đến tối đông ơi là đông . Gửi xe bên đường miễn phí . Trà sữa ngon . Uống ly lớn thập cẩm to oành luôn mà cũng chỉ có 20k thôi . Thạch phô mai béo và thơm , rẻ nữa . Mình thích flan trà xanh ở đây , rất ngon . Đến tối tầm 8h là đông khách lắm , anh chị chủ quán làm ko nghỉ tay đc luôn . Không gian thích hợp cho bạn bè trò chuyện và ăn vặt .
",Quán thu tiền giữ xe bao nhiêu?,miễn phí,foody
foody_2112,"- Quán nằm ở đoạn đường rộng rãi , sáng sủa , dễ tìm
- Nhân viên nhiệt tình , mới vô bàn ngồi đã có người ra lấy order ngay chớ k phải rề rà như những quán khác . Khi ra khỏi quán cũng dắt xe dùm liền 😍 😍
- Đến với quán vì nghe con bạn khen yagout ngon nên ăn liền cho biết . Hôm mình tới có loại yagout dẻo trái cây mới có . 1 dĩa vậy là 25k .
- Yagout dẻo , ngon , thơm mùi sữa , k ngán , hợp với người béo như mình : ) )
- Nước uống thì tệ , mojito k ra mùi vị gì cả . . Chắc quán phải đầu tư lại khâu nước uống 😞
",Nhân viên đã có những việc làm thế nào khi phục vụ khách?,mới vô bàn ngồi đã có người ra lấy order ngay chớ k phải rề rà như những quán khác . Khi ra khỏi quán cũng dắt xe dùm liền,foody
foody_2109,"Chi nhánh này là nơi mình thích đến nhất mặc dù hơi xa nhà . Mấy chú bảo vệ ở đây cực cực thân thiện , nươcs pha ổn và nhiều chỗ ngồi đẹp .
Thật ra lý do quan trọng nhất vẫn là thích cái chú bảo vệ ở đây : ) ) bữa di còn trong mùng còn dc chú chúc chăm ngoan học giỏi dthg lắm .
Về phần nc uống món yêu thích vẫn là greentea latte và caramel macchiato ít ngọt 😆 apple yogurt mình ko thích lắm - . - hơi chua mà mình ko thích ăn chua ; ) ) nhưng phù hợp vs bạn nào ko thích cafe nè .
Nói chung chi nhánh này nói rieng và starbucks nói chung đax đang và mãi là nơi yêu thích của mình 👅
",Nhân viên bảo vệ ở đây có thái độ thế nào?, cực cực thân thiện ,foody
foody_1681,"Không gian dễ thương , 2 tầng , ngồi bệt
Tầng 1 : không gian đa số là người đứng tuổi  
Tầng 2 : dễ thương nên tuổi teen khá thích  
Có những con gấu bông to  
Gu âm nhạc : đa dạng , nhưng US nhiều hơn
Nhân viên phục vụ nhanh , thân thiện  
Thứ uống ngon , giá phải chăng : 10k trở lên

",Uống ở quán này ngồi theo kiểu gì?,ngồi bệt,foody
foody_1853,"Quán đẹp kể cả ngồi đây buổi sớm hay tối , nhìn ngoài nhỏ nhắn , đi qua rất dễ nhầm , buổi tối đèn long lanh thì dễ tìm hơn . Bước vào là thoang thoảng thơm rồi , quán có 2 tầng với những view rất hay ho , có thể ngồi ghế ngắm phố , ngồi sofa cho nhóm đông , điều hào quạt mát phục vụ đầy đủ . Đồ uống tương đối đa dạng , pha chế cũng ổn , giá phải chăng . Mấy anh nhân viên thì dễ thương vô cùng : ) Quán khá đông đúc nhưng lại không quá chật chội , ngột ngạt đâu .
",Thiết kế của quán này có gì?,quán có 2 tầng với những view rất hay ho,foody
foody_1802,"Khách vắng mà phục vụ quá tệ , phục vụ kém , đồ ăn mang ra không check lại mà mang sang bàn khác , tới khi hỏi thì trả lời tại mang nhầm , khách tới sau thì có đồ ăn đầy đủ còn mình tới từ lúc nào ngồi ko có đồ ăn . Đồ ăn thì làm dối , bạn mình kêu steak bò đem ra còn đầy máu mà phải ráng ăn vì ko muốn tiếp tục chờ . Nói chung là quá chán , không bằng một góc Titi Vũ Huy Tấn
",Món ăn ở đây có gì làm khách thất vọng?," làm dối , bạn mình kêu steak bò đem ra còn đầy máu",foody
foody_698,"- Quán trang trí đẹp không gian được . Đồ ăn thì phải gọi là lung linh : ) ) ) ) và rất thích hợp cho những ng thích chụp ảnh đồ ăn như mình 👌
- sau mấy lần đến ăn thì trà táo và macaroon là 2 thứ duy nhất mình thấy ngon = ) ) waffle lần đầu ăn thấy cũng được được , lần sau gọi ngta mang lên waffle cháy cháy nản cmnl : ) ) ) ) còn lại thì quá bt và 1 số thứ nên gọi là dở
- nc là chất lượng k đáng với giá tiền = ) )
- nv đông dã man = ) ) và nc còn rôm rả hơn khách . Chẹp
",Khách hàng cảm thấy quán có món nào ngon?,trà táo và macaroon,foody
foody_408,"Bánh ở đây rất ngon đặc biệt là vị phô mai . Minh thi thich bỏ thêm vai con tôm lên bánh phô mai . Ăn vua beo ma khong bị ngan nua . Hihi . Gia va lại rẻ hơn cac tiem pizza khac o sai gon . Cở lon cung chi 150k thoi . Toppoki o day lam rat ngon . Nuoc sot khong lỏng như nhung noi khac . Áma thấm lai vua thơm . Có thoi gian thi ban hay ghe cung gia dinh va ban be chac chan se khong lam ban that vong . Nhất la vào những ngày mưa . Thật tuyệt nếu ăn cái gì nóng khi trời lạnh phải không ?
",Khách hàng nhận xét gì về bánh của cửa hàng?,rất ngon,foody
foody_1875,"Mình thích không gian ở đây lắm ý , trang tr 1i kiểu teen teen , lầu 1 có cửa sổ nhìn ra hàng me đằng trước , bên góc tường có treo mấy hình nghệ thuật , kiểu cũng đẹp mà mình k cảm thụ được ^ ^
Phục vụ ở đây khá tận tình , chu đáo .  
Món ăn bên mình gọi mỗi người 1 món rồi ăn chung , có pizza gà , ăn chung với mật ong ngon lắm ý : ) thích ở đây có tương ớt , à mà bạn nào k ăn dc cay thì đừng ăn tiêu nhé , cực cay , nồng và nóng nhé , ăn cay xè lun . có rau gì trên bánh ăn hăng mà ngon lắm ý
",Khách nhận xét thế nào về không gian quán này?,"trang tr 1i kiểu teen teen , lầu 1 có cửa sổ nhìn ra hàng me đằng trước , bên góc tường có treo mấy hình nghệ thuật , kiểu cũng đẹp mà mình k cảm thụ được",foody
foody_1425,"Quán dễ tìm , không gian siêu rộng và yên tĩnh . Cả tầng 2 chỉ có 2 đứa ngồi thích lăn lộn làm gì cũng được cực thích ý 😍
Trang trí đẹp , thoải mái . Vẫn chưa nhiều người biết đến nên quán vẫn còn vắng ( sau này đoong lại không thích bằng 😔 )
Matcha ngon và thơm , kem hơi ngậy xíu . Đồ ăn cũng ổn , mì hơi ít và sốt kem nhưng lại nhiều vị sữa , sốt hơi loãng .
Giá quá ổn cho một không gian quán tuyệt vời như thế !
Thấy mn khen tất cả mọi thứ nhưng hôm qua mình đến thì wc không sạch sẽ cho lắm , nước lênh láng khắp sàn 😂
",Khách hàng có nhận xét gì về bầu không khí của quán?,không gian siêu rộng và yên tĩnh,foody
