idx,question,answer,context
disease_13998,"Viêm dây thần kinh mắt xảy ra thường xuyên hơn ở những người mắc các bệnh tự miễn dịch khác, vậy tên các bệnh tự miễn dịch khác là gì?",Bệnh lupus ban đỏ hệ thống và hội chứng Sjogren.," Bệnh đa xơ cứng  - Đây là một bệnh lý gây ra bởi hệ thống miễn dịch phá hủy các dây thần kinh bao quanh myelin trong tủy sống và não.
- Viêm tủy cắt ngang có thể là dấu hiệu đầu tiên của bệnh đa xơ cứng hoặc tái phát. Và thường chỉ gây ra các triệu chứng ở một bên của cơ thể. Xem thêm: Đa xơ cứng (ở người lớn) Y học thường thức: Đa xơ cứng (ở trẻ em)  Viêm tủy – thần kinh thị  - Viêm tủy – thần kinh thị hay còn gọi là Neuromyelitis optica hay bệnh Devic.
- Là một tình trạng gây viêm và mất myelin xung quanh tủy sống và dây thần kinh mắt. Thần kinh mắt có nhiệm vụ dẫn truyền thông tin giữa não và mắt. Bệnh liên quan đến viêm tủy thần kinh mắt thường ảnh hưởng đến cả hai bên cơ thể của bạn.
- Ngoài viêm tủy cắt ngang, bạn có thể gặp các triệu chứng tổn thương myelin của dây thần kinh thị giác. Các triệu chứng bao gồm đau mắt khi cử động và mất thị lực tạm thời. Điều này có thể xảy ra cùng với hoặc riêng biệt với các triệu chứng bệnh.
- Tuy nhiên, một số người bị viêm tủy thần kinh mắt không gặp các vấn đề liên quan đến mắt và có thể chỉ bị viêm tủy cắt ngang tái phát.  Bệnh lý tự miễn  Các bệnh liên quan đến tự miễn có thể góp phần gây ra viêm tủy cắt ngang ở một số người. Những rối loạn này bao gồm: - Bệnh lupus ban đỏ hệ thống, có thể ảnh hưởng đến nhiều hệ thống cơ thể
- Hội chứng Sjogren, gây khô miệng và mắt nghiêm trọng. Viêm tủy liên quan đến bệnh lý tự miễn có thể là một dấu hiệu cảnh báo của bệnh viêm tủy thần kinh mắt. Viêm dây thần kinh mắt xảy ra thường xuyên hơn ở những người mắc các bệnh tự miễn dịch khác.  Chủng ngừa  Việc chủng ngừa các bệnh truyền nhiễm đôi khi được cho là một nguyên nhân có thể gây ra. Tuy nhiên, tại thời điểm này hiệp hội không đủ mạnh để đảm bảo hạn chế bất kỳ loại vắc xin nào.  Sarcoidosis  Sarcoidosis là một tình trạng dẫn đến viêm ở nhiều khu vực của cơ thể, bao gồm tủy sống và dây thần kinh thị giác. Nó có thể giống với bệnh viêm thần kinh tủy, nhưng các triệu chứng điển hình của bệnh sarcoidosis phát triển chậm hơn. Nguyên nhân của bệnh sarcoidosis chưa được hiểu rõ. "
disease_12783,Những yếu tố nào có thể làm tăng nguy cơ gây bệnh viêm khớp dạng thấp?,"Các yếu tố nguy cơ bao gồm giới tính nữ, tuổi trung niên, có người trong gia đình mắc bệnh, hút thuốc lá và thừa cân, béo phì.","Thủ phạm gây bệnh xuất phát từ hệ miễn dịch của cơ thể. Hệ miễn dịch bình thường đóng vai trò như một “vệ sĩ” bảo vệ cơ thể. Nhưng đối với những người bệnh viêm khớp dạng thấp thì hệ miễn dịch lại tấn công chính cơ thể họ. Hệ miễn dịch của người bệnh nhầm tưởng lớp màng bao quanh các khớp là vật thể lạ, và sẽ phá hủy luôn các thành phần của khớp. Tại sao lại có hiện tượng này vẫn là một ẩn số mà các nhà nghiên cứu vẫn đang tìm hiểu. Tuy nhiên các yếu tố nguy cơ gây bệnh có thể xác định được bao gồm:2 - Giới tính: Nữ.
- Tuổi trung niên.
- Gia đình từng có người bị bệnh viêm khớp dạng thấp.
- Hút thuốc lá.
- Thừa cân, béo phì."
drug_1460,Có nên sử dụng Albutein cho phụ nữ cho con bú hay không ?,Cần thận trọng khi sử dụng cho phụ nữ có thai hoặc cho con bú.,"Chưa đủ nghiên cứu để đánh giá độ an toàn của thuốc lên quá trình sinh sản, phát triển của phôi hay bào thai, lên phụ nữ có thai cũng như quá trình phát triển của trẻ trước và sau khi sinh. Cần thận trọng khi sử dụng cho phụ nữ có thai hoặc cho con bú. Dù vậy, albumin của con người là một thành phần bình thường của máu người."
drug_2441,Thuốc Amoksiklav có thể gây ảnh hưởng đến kết quả xét nghiệm nào?,Thuốc Amoksiklav có thể gây ảnh hưởng đến kết quả xét nghiệm máu (chẳng hạn như xét nghiệm tình trạng hồng cầu hoặc xét nghiệm chức năng gan) hoặc xét nghiệm nước tiểu (đối với glucose).,"Nói chuyện với bác sĩ hoặc dược sĩ trước khi dùng thuốc nếu: - Bị sốt.
- Đang được điều trị các vấn đề về gan hoặc thận.
- Không truyền nước thường xuyên. Trong một số trường hợp, bác sĩ có thể điều tra loại vi khuẩn gây nhiễm khuẩn. Tùy thuộc vào kết quả, bác sĩ sẽ chỉ định thuốc với liều khác nhau hoặc thậm chí là dùng thuốc khác. Thuốc có thể làm cho một số tình trạng hiện có tồi tệ hơn, hoặc gây ra tác dụng phụ nghiêm trọng. Bao gồm các phản ứng dị ứng, co giật và viêm ruột già. Xét nghiệm máu và nước tiểu. Nếu đang làm xét nghiệm máu (chẳng hạn như xét nghiệm tình trạng hồng cầu hoặc xét nghiệm chức năng gan) hoặc xét nghiệm nước tiểu (đối với glucose). Nói với bác sĩ vì thuốc có thể gây ảnh hưởng đến kết quả xét nghiệm."
drug_5324,Beprosone Ointment có nên dùng cho phụ nữ mang thai và cho con bú không?,Không nên sử dụng Beprosone Ointment cho phụ nữ mang thai và cho con bú vì ảnh hưởng của thuốc trên đối tượng này vẫn chưa được chứng minh rõ.,"Hiện tại, ảnh hưởng của thuốc trên phụ nữ có thai và mẹ cho con bú vẫn chưa được chứng minh rõ. Vì vậy, để đảm bảo an toàn cho người mẹ và thai nhi, chỉ sử dụng thuốc khi thật sự cần thiết và sau khi đã tham khảo ý kiến của các chuyên gia y tế"
drug_3850,Phụ nữ cho con bú có thể sử dụng Atorpa-E không?,"Không nên sử dụng, do nguy cơ tiềm ẩn của các tác dụng phụ nghiêm trọng.","- Phụ nữ có thai: Chống chỉ định. Vì độ an toàn của Atorvastatin khi dùng cho phụ nữ có thai chưa được xác định. Cũng như không có dữ liệu lâm sàng về việc dùng Ezetimibe ở phụ nữ có thai.
- Phụ nữ cho con bú: không nên sử dụng. Do nguy cơ tiềm ẩn của các tác dụng phụ nghiêm trọng."
drug_9445,Tôi có nên dùng Daflon nếu tôi đang trong ba tháng đầu của thai kỳ?,"Bạn không nên dùng Daflon nếu bạn đang trong ba tháng đầu của thai kỳ. Theo khuyến cáo, phụ nữ có thai trong bất kỳ giai đoạn nào cũng nên tránh dùng thuốc vì chưa có đầy đủ dữ liệu về độ an toàn của thuốc đối với phụ nữ có thai. Trong trường hợp bắt buộc phải sử dụng thuốc, bạn cần tham khảo ý kiến của bác sĩ trước khi dùng.","Các nghiên cứu ở động vật cho thấy thuốc không có khả năng gây quái thai. Tuy nhiên, nên thông báo cho bác sĩ nếu bạn đang có thai, đặc biệt trong 3 tháng đầu của thai kỳ. Không nên cho con bú trong thời gian điều trị (do chưa có nghiên cứu liệu thuốc có bài tiết qua sữa mẹ hay không). Lái xe và vận hành máy móc: Bạn nên thận trọng khi lái xe và vận hành máy móc khi đang dùng thuốc."
drug_2497,Thuốc kháng sinh Amoxicillin Brawn dùng để điều trị loại nhiễm khuẩn nào?,"Thuốc kháng sinh Amoxicillin Brawn được chỉ định trong dự phòng viêm nội tâm mạc và điều trị các trường hợp nhiễm khuẩn do vi khuẩn như: viêm tai giữa cấp, cơn cấp trong viêm phế quản mạn tính, viêm xoang cấp do vi khuẩn, viêm amidan và viêm họng cấp do liên cầu khuẩn, viêm phổi mắc phải ở cộng đồng, viêm bàng quang cấp, nhiễm khuẩn đường tiết niệu không triệu chứng ở phụ nữ mang thai, viêm bể thận cấp, sốt do thương hàn và phó thương hàn, áp xe răng do viêm tế bào lan rộng, nhiễm khuẩn khớp giả, bệnh Lyme, diệt trừ vi khuẩn Helicobacter pylori.","Thuốc kháng sinh Amoxicillin Brawn được chỉ định trong dự phòng viêm nội tâm mạc và điều trị các trường hợp nhiễm khuẩn sau đây:2 - Viêm tai giữa cấp, cơn cấp trong viêm phế quản mạn tính.
- Viêm xoang cấp do vi khuẩn.
- Viêm amidan và viêm họng cấp do liên cầu khuẩn.
- Viêm phổi mắc phải ở cộng đồng.
- Viêm bàng quang cấp, nhiễm khuẩn đường tiết niệu không triệu chứng ở phụ nữ mang thai.
- Viêm bể thận cấp.
- Sốt do thương hàn và phó thương hàn.
- Áp xe răng do viêm tế bào lan rộng.
- Nhiễm khuẩn khớp giả, bệnh Lyme.
- Diệt trừ vi khuẩn Helicobacter pylori."
drug_3150,Chuẩn bị những gì trước khi sử dụng thuốc Argide?,Cần tham khảo ý kiến của bác sĩ để đảm bảo an toàn và hiệu quả cho bản thân.,"Cách bảo quản thuốc như sau: - Để thuốc trong bao bì kín.
- Bảo quản Argide ở nơi khô ráo, thoáng mát và tránh tiếp xúc trực tiếp với ánh nắng mặt trời.
- Nhiệt độ bảo quản thuốc nên dưới 30 ºC. Trên đây là những thông tin cơ bản về công dụng và các lưu ý khi dùng hỗ trợ các bệnh lý về gan Argide. Để đảm bảo an toàn và hiệu quả cho bản thân, bạn nên tham khảo ý kiến của bác sĩ trước khi dùng. Hy vọng bài viết mang đến nhiều kiến thức bổ ích cho bạn đọc."
drug_1234,"Ở bệnh trĩ, Agiosmin 500mg điều trị triệu chứng nào?",Agiosmin 500mg điều trị triệu chứng ở bệnh trĩ.,"Thuốc Agiosmin 500mg được chỉ định dùng để:1 - Điều trị triệu chứng liên quan tới suy tĩnh mạch bạch huyết: Phù, đau chân, nặng chân, chuột rút về đêm và hội chứng chân không yên.
- Điều trị triệu chứng trong bệnh trĩ."
drug_8132,Nếu xuất hiện bất kỳ triệu chứng bất thường nào khi sử dụng thuốc Chymobest Alpha Chymotrypsin thì cần làm gì?,Cần gọi ngay cho bác sĩ để được xử trí và hỗ trợ kịp thời.,"- Để thuốc Chymobest tránh xa tầm tay của trẻ em và thú cưng trong nhà.
- Bảo quản thuốc ở nơi khô ráo thoáng mát. Tránh tiếp xúc trực tiếp với ánh sáng hoặc để thuốc ở những nơi ẩm ướt.
- Nhiệt độ bảo quản tốt nhất là < 30 ºC. Bên trên là những thông tin sử dụng thuốc Chymobest. Hãy gọi ngay cho bác sĩ nếu xuất hiện bất kỳ một triệu chứng nào bất thường để có thể được xử trí và hỗ trợ kịp thời nhé!"
drug_7237,Liệu Carsantin 6.25mg có gây hại cho thai nhi không??,"Carsantin 6,25mg không được khuyến cáo sử dụng cho phụ nữ đang mang thai, do thuốc có thể gây ảnh hưởng đến thai nhi.","- Không khuyến cáo sử dụng Carsantin 6.25mg cho phụ nữ có thai do thuốc có thể ảnh hưởng lên thai nhi. Cần cân nhắc giữa lợi ích và nguy cơ và chỉ sử dụng khi có chỉ định của bác sĩ. Không nên dùng trong 3 tháng cuối thai kỳ.
- Với phụ nữ đang cho con bú, hoạt chất Carvedilol trong thuốc có thể bài tiết vào sữa mẹ. Do đó, mẹ đang cho con bú không nên sử dụng thuốc chứa hoạt chất trên."
drug_5995,Thuốc Bisoloc có thể sử dụng cho người bị huyết áp cao bao nhiêu?,Thuốc Bisoloc chống chỉ định sử dụng cho người bị huyết áp thấp nhỏ hơn 100 mmHg.,"Thuốc được chống chỉ định trong các trường hợp sau: - Bệnh nhân mẫn cảm với bất kỳ thành phần nào của thuốc.
- Người bệnh có sốc do tim, suy tim cấp, suy tim chưa kiểm soát được bằng điều trị nền, suy tim độ III hoặc độ IV với chức năng co bóp thất trái thấp (EF < 30%), blốc nhĩ – thất độ hai hoặc ba và nhịp tim chậm xoang (dưới 60/phút trước khi điều trị), bệnh nút xoang.
- Hen nặng hoặc bệnh phổi – phế quản mạn tính tắc nghẽn nặng.
- Hội chứng Reynaud nặng.
- U tủy thượng thận (u tế bào ưa crôm) khi chưa được điều trị.
- Huyết áp thấp (< 100 mmHg).
- Toan chuyển hóa."
drug_3287,Khi nào nên dùng thuốc Asevictoria Mediplantex?,Uống 1 viên duy nhất trong vòng 72 giờ sau giao hợp.,"- Asevictoria Mediplantex được dùng bằng đường uống. Uống 1 viên duy nhất trong vòng 72 giờ sau giao hợp.
- Thuốc nên được uống càng sớm, càng tốt, nhất là trong vòng 48 giờ sau giao hợp.
- Trong trường hợp bị nôn trong 2 giờ đầu sau khi uống, phải uống 1 viên khác thay thế ngay.
- Lưu ý không dùng thuốc để tránh thai hằng ngày.
- Không được dùng thuốc quá 2 viên/tháng.2"
